,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Asian,Hispanic,Native_American,Other,Female,Misdemeanor,predicted_class,true_class,errors
2781,3,0,1,0,0,0,1,0,0,0,0,1,0,1
3606,11,1,1,0,1,0,0,0,0,0,1,1,1,0
5637,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4817,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5793,1,0,0,1,1,0,0,0,0,0,1,1,0,1
1499,0,0,0,1,1,0,0,0,0,0,1,1,0,1
126,7,1,0,0,1,0,0,0,0,1,0,1,1,0
3997,3,1,0,0,1,0,0,0,0,0,1,1,0,1
3712,0,1,0,0,1,0,0,0,0,0,0,0,1,1
5054,1,1,0,0,0,0,0,0,0,1,1,1,0,1
6032,4,0,0,1,1,0,0,0,0,0,0,1,1,0
697,0,0,0,0,0,0,0,0,1,1,1,0,1,1
880,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3497,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,9,1,1,0,1,0,0,0,0,0,0,1,1,0
203,4,0,0,0,1,0,0,0,0,0,0,0,0,0
5134,2,0,1,0,0,0,0,0,0,0,0,0,1,1
3648,11,1,0,0,0,0,0,0,0,1,0,1,1,0
6151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3934,2,1,0,0,0,0,0,0,0,0,0,0,0,0
4646,8,1,0,0,1,0,0,0,0,0,1,1,0,1
3144,6,1,0,0,1,0,0,0,0,0,0,1,1,0
5344,2,0,0,0,1,0,0,0,0,0,1,0,0,0
5935,0,0,1,0,0,0,0,0,0,0,1,0,1,1
4150,4,1,0,0,0,0,0,0,0,0,1,1,1,0
5228,0,1,0,0,1,0,0,0,0,0,1,0,0,0
5318,14,1,0,0,1,0,0,0,0,0,0,1,0,1
4180,0,1,0,1,1,0,0,0,0,1,1,0,0,0
5843,2,0,0,0,0,0,0,0,1,0,1,0,1,1
2504,2,0,0,0,1,0,0,0,0,0,1,0,0,0
641,19,1,1,0,1,0,0,0,0,1,0,1,1,0
2815,0,0,0,1,1,0,0,0,0,0,1,1,0,1
191,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4187,10,1,0,0,1,0,0,0,0,0,0,1,1,0
2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2434,3,1,0,0,1,0,0,0,0,1,1,0,1,1
4935,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3303,1,0,0,1,0,0,0,0,0,0,0,0,0,0
903,19,1,1,0,1,0,0,0,0,0,0,1,0,1
2954,8,0,0,0,0,0,0,0,1,0,1,0,0,0
4340,0,1,0,1,1,0,0,0,0,1,0,0,1,1
200,11,1,0,0,1,0,0,0,0,0,1,1,1,0
17,13,1,1,0,1,0,0,0,0,0,0,1,1,0
3517,5,1,0,0,0,0,0,0,0,1,0,1,1,0
3048,4,0,0,0,0,0,0,0,0,1,0,1,0,1
5659,7,0,0,0,1,0,0,0,0,1,0,1,1,0
3228,19,1,1,0,1,0,0,0,0,0,0,1,0,1
801,1,1,0,0,0,0,0,0,0,0,0,0,0,0
635,10,1,0,0,1,0,0,0,0,0,1,1,0,1
4203,8,1,0,0,1,0,0,0,0,1,0,1,1,0
6168,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1782,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2926,3,1,0,0,0,0,0,0,0,0,0,1,1,0
2762,10,0,1,0,0,0,1,0,0,0,1,0,1,1
3487,0,0,1,0,0,0,0,0,1,1,1,0,0,0
5125,1,0,0,1,1,0,0,0,0,0,1,1,1,0
5070,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2450,3,0,0,0,1,0,0,0,0,0,1,1,0,1
5556,2,1,0,1,1,0,0,0,0,0,0,1,1,0
1801,4,0,1,0,1,0,0,0,0,1,0,0,0,0
466,6,1,1,0,1,0,0,0,0,0,0,1,0,1
1619,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5408,0,0,0,0,0,0,0,0,0,1,0,1,0,1
120,1,1,0,1,1,0,0,0,0,1,0,1,0,1
2995,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5440,2,1,0,0,1,0,0,0,0,0,0,1,0,1
5446,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5341,6,1,0,0,0,0,0,0,0,0,0,1,1,0
2867,1,0,0,0,1,0,0,0,0,0,1,0,0,0
580,3,0,1,0,0,0,0,0,0,0,0,0,1,1
1569,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5025,3,0,0,1,0,0,0,0,0,0,1,1,1,0
4001,0,1,0,1,1,0,0,0,0,1,1,0,1,1
1164,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5072,3,0,0,0,1,0,0,0,0,0,0,1,0,1
2573,7,1,0,0,1,0,0,0,0,0,0,1,1,0
4701,7,1,0,0,1,0,0,0,0,0,0,1,0,1
5894,0,0,0,0,0,0,0,0,0,1,0,1,0,1
714,4,0,1,0,0,0,0,0,0,0,1,0,0,0
2686,0,0,0,1,1,0,0,0,0,0,1,1,1,0
5071,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3987,5,1,0,0,1,0,0,0,0,1,0,1,0,1
4891,2,0,0,0,0,0,0,0,0,0,0,0,1,1
1352,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5343,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4766,15,1,0,0,0,0,0,0,0,0,0,1,0,1
3009,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5947,3,0,0,1,0,0,0,0,1,0,0,1,0,1
5825,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1807,0,0,0,0,0,0,0,0,0,0,1,0,0,0
689,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3108,1,0,0,0,0,0,0,0,0,0,1,0,0,0
152,1,0,1,0,0,0,0,0,0,0,1,0,1,1
3130,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2151,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5435,5,1,0,1,1,0,0,0,0,0,0,1,1,0
3856,1,0,1,0,0,0,0,0,0,1,1,0,0,0
4353,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1,0,0,0,0,0,0,0,1,0,1,1,0,1
817,0,1,0,1,0,0,1,0,0,1,1,0,1,1
4843,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5577,10,1,0,0,1,0,0,0,0,0,0,1,0,1
1447,1,0,0,0,0,0,0,0,0,0,0,0,0,0
749,6,1,0,1,1,0,0,0,0,0,0,1,1,0
2001,0,1,0,0,0,0,0,0,0,0,1,1,0,1
2733,7,1,0,1,1,0,0,0,0,0,0,1,1,0
1908,0,0,0,0,0,0,0,0,0,1,0,1,0,1
5995,1,0,0,0,0,0,1,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,1,0,1,0,0,0
321,23,1,0,0,1,0,0,0,0,0,0,1,1,0
3759,1,1,0,0,0,0,0,0,0,0,0,0,0,0
37,2,0,0,0,0,0,0,0,0,0,1,0,1,1
2159,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,0,1,0,1,1,0,0,0,0,0,1,0,1,1
2272,3,0,0,0,1,0,0,0,0,0,1,1,0,1
2362,4,1,0,0,0,0,0,0,0,0,0,1,1,0
3216,2,0,0,0,1,0,0,0,0,0,0,0,0,0
4662,8,1,0,0,1,0,0,0,0,0,1,1,1,0
1005,2,0,0,0,0,0,0,0,0,0,0,0,1,1
737,0,1,0,0,1,0,0,0,0,0,0,0,1,1
5311,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3237,3,1,0,0,0,0,0,0,0,0,0,1,1,0
2891,1,0,0,1,1,0,0,0,0,0,1,1,0,1
5319,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5114,11,1,0,0,1,0,0,0,0,0,0,1,1,0
1373,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2460,3,0,0,0,1,0,0,0,0,0,0,1,0,1
421,1,0,0,0,0,0,0,0,0,0,1,0,1,1
2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,22,1,0,0,1,0,0,0,0,0,0,1,1,0
5110,3,1,1,0,1,0,0,0,0,0,0,0,1,1
1423,0,0,1,0,1,0,0,0,0,0,0,0,0,0
907,2,1,0,0,1,0,0,0,0,0,0,1,0,1
3666,0,0,1,0,1,0,0,0,0,0,1,0,1,1
3307,4,1,0,0,1,0,0,0,0,0,0,1,1,0
1379,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2723,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3122,4,1,0,0,1,0,0,0,0,0,0,1,1,0
2244,4,0,0,0,0,0,0,0,0,0,1,1,0,1
3531,9,1,0,0,0,0,0,0,0,0,0,1,1,0
4548,5,1,0,0,1,0,0,0,0,0,0,1,1,0
4549,0,1,0,1,1,0,0,0,0,1,1,0,0,0
3199,9,0,1,0,1,0,0,0,0,0,0,0,0,0
336,9,1,0,0,1,0,0,0,0,0,0,1,1,0
1873,1,0,0,0,1,0,0,0,0,0,0,0,1,1
2636,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5782,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5815,1,1,0,1,1,0,0,0,0,1,0,1,1,0
499,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5150,0,0,1,0,0,0,1,0,0,1,1,0,1,1
2441,9,0,0,0,0,0,0,0,0,0,1,0,1,1
4041,5,1,0,0,0,0,0,0,0,1,0,1,1,0
3633,0,0,0,0,0,0,0,0,0,1,1,0,1,1
2817,3,1,0,1,1,0,0,0,0,0,0,1,1,0
4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4377,19,1,0,0,1,0,0,0,0,0,0,1,1,0
1724,16,1,0,0,0,0,1,0,0,0,0,1,1,0
5287,16,1,0,0,1,0,0,0,0,0,0,1,1,0
711,5,0,0,0,0,0,0,0,0,0,0,0,1,1
4533,15,1,1,0,1,0,0,0,0,0,0,1,1,0
100,0,0,0,1,1,0,0,0,0,0,0,0,1,1
5107,6,1,0,1,1,0,0,0,0,0,0,1,1,0
4772,8,1,0,0,1,0,0,0,0,0,1,1,0,1
3351,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2700,3,0,1,0,0,0,0,0,0,0,1,0,1,1
2079,33,1,1,0,0,0,0,0,0,0,0,1,1,0
3003,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5011,1,0,0,0,0,0,0,0,0,1,0,0,1,1
3329,0,0,0,1,0,0,1,0,0,0,1,0,0,0
5684,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2549,0,1,0,0,1,0,0,0,0,1,0,0,1,1
5943,1,1,0,0,1,0,0,0,0,0,0,0,1,1
4614,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5148,3,0,0,0,1,0,0,0,0,1,1,0,1,1
751,1,0,0,0,1,0,0,0,0,0,0,0,0,0
167,1,0,0,1,1,0,0,0,0,1,1,0,0,0
2708,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3996,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5707,1,1,0,0,1,0,0,0,0,1,1,0,1,1
4257,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1968,1,0,1,0,0,0,1,0,0,0,0,0,1,1
4214,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2516,10,1,0,0,0,0,0,0,0,0,0,1,1,0
2906,2,1,0,0,0,0,0,0,0,1,0,1,1,0
2124,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5792,9,1,0,0,1,0,0,0,0,0,1,1,1,0
2056,1,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1199,8,1,0,0,1,0,0,0,0,1,0,1,1,0
4849,6,1,0,0,1,0,0,0,0,0,0,1,1,0
1510,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4490,8,0,0,0,0,0,1,0,0,0,0,1,1,0
1678,2,1,0,1,0,0,1,0,0,0,0,1,1,0
1328,10,0,0,0,1,0,0,0,0,0,0,0,1,1
2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1540,2,0,1,0,0,0,1,0,0,1,0,1,0,1
3972,11,1,0,0,1,0,0,0,0,0,1,1,1,0
3057,4,1,0,0,1,0,0,0,0,0,0,1,0,1
4309,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5192,25,1,1,0,1,0,0,0,0,0,0,1,0,1
1147,3,0,0,0,1,0,0,0,0,0,1,1,0,1
3176,10,0,1,0,0,0,0,0,0,0,0,0,1,1
995,4,1,0,0,1,0,0,0,0,0,0,1,1,0
2696,1,1,0,0,0,0,1,0,0,0,1,0,1,1
233,3,1,0,1,1,0,0,0,0,0,1,1,1,0
1752,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3000,4,0,0,0,1,0,0,0,0,0,1,1,0,1
2649,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3035,1,1,0,1,1,0,0,0,0,0,0,1,1,0
991,3,1,0,0,1,0,0,0,0,1,0,0,1,1
3906,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3551,8,0,1,0,0,0,0,0,0,1,0,0,1,1
4194,2,1,0,0,0,0,0,0,0,0,0,0,1,1
679,1,0,0,0,1,0,0,0,0,1,1,0,0,0
5710,0,1,0,0,1,0,0,0,0,0,1,0,0,0
5459,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2842,0,0,0,1,1,0,0,0,0,0,0,0,1,1
207,14,1,0,0,1,0,0,0,0,0,0,1,0,1
4955,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1483,1,0,0,0,0,0,0,0,0,0,1,0,1,1
4554,1,0,1,0,1,0,0,0,0,0,0,0,1,1
370,2,1,0,0,0,0,1,0,0,0,0,1,1,0
2316,3,1,0,1,0,0,0,0,0,0,1,1,1,0
3403,3,1,0,0,0,0,0,0,0,1,1,0,0,0
4292,0,0,0,1,1,0,0,0,0,0,1,1,0,1
4363,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1634,0,0,0,0,0,0,0,0,1,0,1,0,0,0
820,5,1,0,0,1,0,0,0,0,0,1,1,1,0
2264,1,0,0,0,0,0,1,0,0,0,1,0,0,0
5762,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1568,0,0,0,0,1,0,0,0,0,0,1,0,1,1
5955,0,1,0,1,1,0,0,0,0,0,1,0,1,1
2857,18,1,0,0,0,0,0,0,0,0,0,1,1,0
6142,2,1,1,0,0,0,0,0,0,1,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,1,0,1,1
4188,3,1,0,0,0,0,1,0,0,0,1,0,1,1
1867,2,1,0,0,1,0,0,0,0,0,0,1,1,0
4870,2,1,0,0,0,0,0,0,0,1,1,0,0,0
2971,8,1,0,0,1,0,0,0,0,0,1,1,0,1
857,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6155,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2410,7,1,0,0,0,0,1,0,0,0,0,1,0,1
1372,8,1,1,0,1,0,0,0,0,0,0,1,1,0
6137,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1172,7,0,0,0,0,0,0,0,0,0,1,1,0,1
3563,1,1,0,0,1,0,0,0,0,0,1,0,1,1
3198,1,1,0,1,1,0,0,0,0,0,0,1,0,1
1714,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1182,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3921,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4022,1,0,0,0,0,0,0,0,0,1,0,0,0,0
529,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3185,0,0,0,0,0,0,0,0,0,0,1,0,1,1
333,0,1,0,1,1,0,0,0,0,0,1,0,1,1
6053,1,1,0,1,1,0,0,0,0,0,0,1,1,0
2297,0,0,1,0,1,0,0,0,0,0,0,0,1,1
5295,2,0,0,1,0,0,1,0,0,0,0,0,1,1
677,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4362,3,1,0,0,0,0,0,0,1,0,0,0,1,1
4431,8,0,1,0,1,0,0,0,0,0,1,1,1,0
4825,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5722,3,0,1,0,0,0,0,0,0,0,0,0,0,0
3346,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1797,0,1,0,1,1,0,0,0,0,0,0,1,1,0
1124,0,1,0,0,0,0,0,0,0,0,0,1,1,0
5518,2,1,0,0,1,0,0,0,0,0,1,0,0,0
3271,16,1,0,0,1,0,0,0,0,0,0,1,1,0
4581,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1361,0,1,0,1,1,0,0,0,0,0,0,1,1,0
5957,6,1,0,0,1,0,0,0,0,1,0,1,0,1
4469,5,0,1,0,0,0,0,0,0,0,1,0,0,0
3702,5,1,0,0,0,0,0,0,0,0,0,1,1,0
1302,2,1,0,1,1,0,0,0,0,1,1,1,1,0
2968,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4185,0,1,0,1,1,0,0,0,0,0,0,1,0,1
2385,4,1,0,0,1,0,0,0,0,0,0,1,1,0
3958,6,0,0,0,1,0,0,0,0,0,1,1,1,0
1518,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4301,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2010,10,1,0,0,1,0,0,0,0,1,1,1,1,0
6129,1,0,1,0,0,0,0,0,0,1,1,0,0,0
6147,14,0,1,0,0,0,0,0,0,0,0,1,1,0
672,0,1,0,1,1,0,0,0,0,0,0,1,1,0
771,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3511,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6128,0,1,0,1,1,0,0,0,0,0,0,1,1,0
3783,2,0,0,0,0,0,0,0,0,0,0,0,1,1
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,8,1,0,1,0,0,0,0,0,0,0,0,1,1
4998,5,1,0,0,0,0,0,0,1,1,0,1,1,0
4414,2,0,0,0,0,0,1,0,0,0,0,0,1,1
3242,1,0,0,0,1,0,0,0,0,1,0,0,1,1
2234,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4153,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1111,5,1,1,0,0,0,0,0,0,1,0,1,0,1
1366,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5375,5,1,0,0,1,0,0,0,0,0,1,1,0,1
622,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3799,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,4,0,0,0,1,0,0,0,0,0,1,1,1,0
1486,4,0,1,0,1,0,0,0,0,0,1,0,0,0
1638,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5178,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1789,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2822,7,1,0,1,0,0,0,0,1,0,0,1,1,0
2654,2,0,0,0,0,0,1,0,0,0,1,0,1,1
2097,1,1,0,0,1,0,0,0,0,0,0,0,1,1
1883,9,1,1,0,0,0,1,0,0,0,0,1,1,0
4688,10,1,0,0,0,0,0,0,0,0,1,1,1,0
4463,2,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4588,0,1,0,1,1,0,0,0,0,1,0,0,0,0
4980,2,1,0,1,1,0,0,0,0,0,0,1,0,1
2910,0,0,0,0,1,0,0,0,0,0,0,0,1,1
5242,0,1,0,1,1,0,0,0,0,0,0,1,0,1
4883,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1329,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4125,2,0,0,0,0,0,0,0,0,1,1,1,0,1
3915,1,0,1,0,0,0,1,0,0,0,0,0,1,1
1090,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5409,13,1,0,0,1,0,0,0,0,0,0,1,1,0
3145,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,2,0,0,0,1,0,0,0,0,1,0,0,0,0
2158,7,0,0,0,1,0,0,0,0,1,0,1,0,1
894,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2567,13,0,1,0,1,0,0,0,0,0,0,1,1,0
2955,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4934,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6088,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2443,18,1,1,0,1,0,0,0,0,0,1,1,1,0
4502,10,1,0,0,0,0,0,0,0,0,0,1,1,0
5656,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3657,2,0,0,1,0,0,1,0,0,1,1,0,0,0
1079,1,0,0,1,1,0,0,0,0,0,0,1,0,1
1462,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1254,1,0,1,0,1,0,0,0,0,1,0,0,0,0
3113,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3089,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2676,10,1,0,0,1,0,0,0,0,1,0,1,1,0
5443,1,1,0,1,1,0,0,0,0,0,0,1,1,0
985,2,1,0,1,0,0,1,0,0,0,0,1,1,0
4899,7,1,0,0,1,0,0,0,0,0,0,1,1,0
1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1393,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2718,3,0,0,0,1,0,0,0,0,1,0,1,0,1
2758,4,0,0,0,1,0,0,0,0,0,0,0,1,1
1280,11,1,1,0,0,0,0,0,0,0,1,0,0,0
678,1,1,0,1,1,0,0,0,0,1,1,0,1,1
307,2,1,0,1,0,0,0,0,0,0,1,1,1,0
1519,4,0,0,0,0,0,0,0,0,0,1,1,0,1
3553,3,1,1,0,1,0,0,0,0,0,0,0,1,1
3977,0,1,1,0,0,0,0,0,0,0,0,1,0,1
3046,4,1,0,1,1,0,0,0,0,1,0,1,1,0
4282,0,0,0,0,1,0,0,0,0,0,0,0,0,0
598,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5614,3,1,0,1,1,0,0,0,0,0,0,1,1,0
608,1,1,0,1,0,0,1,0,0,0,0,1,0,1
2894,13,0,1,0,0,0,0,0,0,0,0,0,0,0
3655,0,0,0,1,0,0,0,0,1,0,0,0,1,1
773,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3542,5,1,0,0,1,0,0,0,0,0,0,1,1,0
1843,5,1,0,0,0,0,0,0,0,0,0,1,1,0
2552,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4312,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4101,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1183,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1941,1,1,0,1,0,0,0,0,0,0,0,1,1,0
4570,0,1,0,0,0,0,0,0,0,0,1,1,1,0
2787,4,1,0,0,1,0,0,0,0,0,0,1,1,0
3765,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2913,0,0,0,1,1,0,0,0,0,0,0,0,1,1
2472,1,0,1,0,0,0,0,0,0,0,1,0,1,1
3917,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5095,0,0,0,1,0,0,1,0,0,0,0,0,1,1
2337,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4462,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1943,1,0,0,1,1,0,0,0,0,0,0,1,1,0
2298,7,1,0,0,0,0,0,0,0,0,0,1,1,0
6131,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1006,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5908,1,1,0,1,1,0,0,0,0,0,1,1,0,1
2929,9,1,1,0,0,0,1,0,0,0,1,0,1,1
1440,1,1,0,0,0,0,0,0,0,1,0,0,1,1
3714,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4165,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5075,5,1,0,0,0,0,0,0,0,0,0,1,1,0
1238,3,1,0,1,0,0,0,0,0,0,0,1,1,0
2563,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1150,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3753,0,1,0,1,1,0,0,0,0,0,0,1,0,1
888,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1283,2,0,0,0,0,0,0,0,1,0,0,0,1,1
600,2,1,1,0,0,0,0,0,0,1,0,0,0,0
4258,2,0,0,0,0,0,0,0,1,0,1,0,0,0
691,14,1,0,0,1,0,0,0,0,0,0,1,1,0
6078,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4056,5,1,0,0,1,0,0,0,0,0,1,1,1,0
2170,1,0,0,1,0,0,0,0,0,0,0,0,0,0
409,1,0,1,0,0,0,1,0,0,0,0,0,0,0
106,3,1,1,0,0,0,0,0,0,0,1,0,0,0
5613,0,1,0,1,1,0,0,0,0,1,0,0,0,0
3084,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1493,3,0,0,0,0,0,0,0,0,1,0,1,0,1
2039,1,0,0,0,1,0,0,0,0,0,0,0,1,1
4039,7,1,0,0,1,0,0,0,0,0,0,1,1,0
4013,2,1,0,0,1,0,0,0,0,1,1,0,0,0
5288,1,0,0,0,0,0,0,0,0,0,1,0,1,1
4959,2,1,0,1,1,0,0,0,0,0,1,1,1,0
4719,18,1,0,0,1,0,0,0,0,0,0,1,1,0
4406,11,0,0,0,1,0,0,0,0,0,1,1,1,0
5593,0,1,0,1,1,0,0,0,0,0,0,1,1,0
4389,13,1,0,0,0,0,0,0,0,0,0,1,1,0
275,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4379,7,1,0,0,1,0,0,0,0,0,0,1,1,0
5143,0,1,0,1,1,0,0,0,0,0,0,1,0,1
1459,0,0,0,0,1,0,0,0,0,0,1,0,1,1
5718,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1900,3,0,1,0,1,0,0,0,0,0,1,0,1,1
3120,11,1,0,0,1,0,0,0,0,0,1,1,1,0
4901,0,1,0,1,0,0,0,0,0,1,1,0,0,0
4585,1,1,0,1,1,0,0,0,0,0,1,1,0,1
970,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3678,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,1,1,0,0,1,0,0,0,0,0,1,0,0,0
3088,5,1,0,0,0,0,0,0,0,0,0,1,1,0
3264,7,1,0,0,1,0,0,0,0,0,0,1,1,0
4732,0,1,0,1,1,0,0,0,0,1,1,0,0,0
2315,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5430,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,1,0,1,1
666,0,1,1,0,0,0,0,0,0,0,0,1,0,1
4061,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4252,9,1,1,0,0,0,0,0,0,0,1,0,1,1
4288,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2680,8,1,0,0,0,0,0,0,0,1,0,1,1,0
77,9,1,0,0,1,0,0,0,0,0,0,1,1,0
124,8,1,0,0,1,0,0,0,0,0,1,1,1,0
2643,0,1,0,1,1,0,0,0,0,0,0,1,1,0
202,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1617,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2465,3,0,1,0,0,0,0,0,0,0,0,0,0,0
5859,5,0,0,0,1,0,0,0,0,1,0,0,1,1
2691,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3442,4,0,0,0,0,0,0,0,0,0,1,1,0,1
